Entry	Entry name	Status	Gene names	Organism	Length	Mass	Gene encoded by	Version (sequence)
Q92575	UBXN4_HUMAN	reviewed	UBXN4 KIAA0242 UBXD2 UBXDC1	Homo sapiens (Human)	508	56,778		2
Q92597	NDRG1_HUMAN	reviewed	NDRG1 CAP43 DRG1 RTP	Homo sapiens (Human)	394	42,835		1
Q92598	HS105_HUMAN	reviewed	HSPH1 HSP105 HSP110 KIAA0201	Homo sapiens (Human)	858	96,865		1
Q92599	SEPT8_HUMAN	reviewed	SEPTIN8 KIAA0202 SEPT8	Homo sapiens (Human)	483	55,756		4
Q92614	MY18A_HUMAN	reviewed	MYO18A CD245 KIAA0216 MYSPDZ	Homo sapiens (Human)	2054	233,115		3
Q92616	GCN1_HUMAN	reviewed	GCN1 GCN1L1 KIAA0219	Homo sapiens (Human)	2671	292,758		6
Q92626	PXDN_HUMAN	reviewed	PXDN KIAA0230 MG50 PRG2 VPO VPO1	Homo sapiens (Human)	1479	165,275		2
Q92643	GPI8_HUMAN	reviewed	PIGK GPI8	Homo sapiens (Human)	395	45,252		2
Q92665	RT31_HUMAN	reviewed	MRPS31 IMOGN38	Homo sapiens (Human)	395	45,318		3
Q92688	AN32B_HUMAN	reviewed	ANP32B APRIL PHAPI2	Homo sapiens (Human)	251	28,788		1
Q92696	PGTA_HUMAN	reviewed	RABGGTA	Homo sapiens (Human)	567	65,072		2
Q92734	TFG_HUMAN	reviewed	TFG	Homo sapiens (Human)	400	43,448		2
Q92736	RYR2_HUMAN	reviewed	RYR2	Homo sapiens (Human)	4967	564,567		3
Q92743	HTRA1_HUMAN	reviewed	HTRA1 HTRA PRSS11	Homo sapiens (Human)	480	51,287		1
Q92747	ARC1A_HUMAN	reviewed	ARPC1A SOP2L	Homo sapiens (Human)	370	41,569		2
Q92764	KRT35_HUMAN	reviewed	KRT35 HHA5 HKA5 KRTHA5	Homo sapiens (Human)	455	50,361		5
Q92769	HDAC2_HUMAN	reviewed	HDAC2	Homo sapiens (Human)	488	55,364		2
Q92783	STAM1_HUMAN	reviewed	STAM STAM1	Homo sapiens (Human)	540	59,180		3
Q92804	RBP56_HUMAN	reviewed	TAF15 RBP56 TAF2N	Homo sapiens (Human)	592	61,830		1
Q92817	EVPL_HUMAN	reviewed	EVPL	Homo sapiens (Human)	2033	231,604		3
Q92820	GGH_HUMAN	reviewed	GGH	Homo sapiens (Human)	318	35,964		2
Q92841	DDX17_HUMAN	reviewed	DDX17	Homo sapiens (Human)	729	80,272		2
Q92878	RAD50_HUMAN	reviewed	RAD50	Homo sapiens (Human)	1312	153,892		1
Q92879	CELF1_HUMAN	reviewed	CELF1 BRUNOL2 CUGBP CUGBP1 NAB50	Homo sapiens (Human)	486	52,063		2
Q92882	OSTF1_HUMAN	reviewed	OSTF1	Homo sapiens (Human)	214	23,787		2
Q92896	GSLG1_HUMAN	reviewed	GLG1 CFR1 ESL1 MG160	Homo sapiens (Human)	1179	134,552		2
Q92900	RENT1_HUMAN	reviewed	UPF1 KIAA0221 RENT1	Homo sapiens (Human)	1129	124,345		2
Q92901	RL3L_HUMAN	reviewed	RPL3L	Homo sapiens (Human)	407	46,296		3
Q92905	CSN5_HUMAN	reviewed	COPS5 CSN5 JAB1	Homo sapiens (Human)	334	37,579		4
Q92922	SMRC1_HUMAN	reviewed	SMARCC1 BAF155	Homo sapiens (Human)	1105	122,867		3
Q92945	FUBP2_HUMAN	reviewed	KHSRP FUBP2	Homo sapiens (Human)	711	73,115		4
Q92947	GCDH_HUMAN	reviewed	GCDH	Homo sapiens (Human)	438	48,127		1
Q92954	PRG4_HUMAN	reviewed	PRG4 MSF SZP	Homo sapiens (Human)	1404	151,061		3
Q92973	TNPO1_HUMAN	reviewed	TNPO1 KPNB2 MIP1 TRN	Homo sapiens (Human)	898	102,355		2
Q92995	UBP13_HUMAN	reviewed	USP13 ISOT3	Homo sapiens (Human)	863	97,327		2
Q93008	USP9X_HUMAN	reviewed	USP9X DFFRX FAM USP9	Homo sapiens (Human)	2554	290,463		4
Q93009	UBP7_HUMAN	reviewed	USP7 HAUSP	Homo sapiens (Human)	1102	128,302		2
Q93050	VPP1_HUMAN	reviewed	ATP6V0A1 ATP6N1 ATP6N1A VPP1	Homo sapiens (Human)	837	96,413		3
Q93052	LPP_HUMAN	reviewed	LPP	Homo sapiens (Human)	612	65,746		1
Q93062	RBPMS_HUMAN	reviewed	RBPMS HERMES	Homo sapiens (Human)	196	21,802		1
P10321	HLAC_HUMAN	reviewed	HLA-C HLAC	Homo sapiens (Human)	366	40,649		3
Q969E4	TCAL3_HUMAN	reviewed	TCEAL3 MSTP072	Homo sapiens (Human)	200	22,502		1
Q969G3	SMCE1_HUMAN	reviewed	SMARCE1 BAF57	Homo sapiens (Human)	411	46,649		2
Q969G5	CAVN3_HUMAN	reviewed	CAVIN3 PRKCDBP SRBC	Homo sapiens (Human)	261	27,701		3
Q969H8	MYDGF_HUMAN	reviewed	MYDGF C19orf10	Homo sapiens (Human)	173	18,795		1
Q969M3	YIPF5_HUMAN	reviewed	YIPF5 FINGER5 YIP1A PP12723 SB140 UNQ3123/PRO10275	Homo sapiens (Human)	257	27,989		1
Q969Q0	RL36L_HUMAN	reviewed	RPL36AL	Homo sapiens (Human)	106	12,469		3
Q969Q1	TRI63_HUMAN	reviewed	TRIM63 IRF MURF1 RNF28 SMRZ	Homo sapiens (Human)	353	40,248		1
Q969S9	RRF2M_HUMAN	reviewed	GFM2 EFG2 MSTP027	Homo sapiens (Human)	779	86,601		1
Q969V3	NCLN_HUMAN	reviewed	NCLN	Homo sapiens (Human)	563	62,974		2
Q969X0	RIPL2_HUMAN	reviewed	RILPL2 RLP2	Homo sapiens (Human)	211	23,986		1
Q969X5	ERGI1_HUMAN	reviewed	ERGIC1 ERGIC32 KIAA1181 HT034	Homo sapiens (Human)	290	32,592		1
Q969Z0	FAKD4_HUMAN	reviewed	TBRG4 CPR2 FASTKD4 KIAA0948	Homo sapiens (Human)	631	70,738		1
Q96A26	F162A_HUMAN	reviewed	FAM162A C3orf28 E2IG5 DC16 FWP001	Homo sapiens (Human)	154	17,342		2
Q96A33	CCD47_HUMAN	reviewed	CCDC47 GK001 MSTP041 PSEC0077	Homo sapiens (Human)	483	55,874		1
Q96A35	RM24_HUMAN	reviewed	MRPL24	Homo sapiens (Human)	216	24,915		1
Q96AB3	ISOC2_HUMAN	reviewed	ISOC2	Homo sapiens (Human)	205	22,337		1
Q96AC1	FERM2_HUMAN	reviewed	FERMT2 KIND2 MIG2 PLEKHC1	Homo sapiens (Human)	680	77,861		1
Q96AE4	FUBP1_HUMAN	reviewed	FUBP1	Homo sapiens (Human)	644	67,560		3
Q96AG4	LRC59_HUMAN	reviewed	LRRC59 PRO1855	Homo sapiens (Human)	307	34,930		1
Q96AQ6	PBIP1_HUMAN	reviewed	PBXIP1 HPIP	Homo sapiens (Human)	731	80,643		1
Q96AY3	FKB10_HUMAN	reviewed	FKBP10 FKBP65 PSEC0056	Homo sapiens (Human)	582	64,245		1
Q96B54	ZN428_HUMAN	reviewed	ZNF428 C19orf37	Homo sapiens (Human)	188	20,481		2
Q96B97	SH3K1_HUMAN	reviewed	SH3KBP1 CIN85	Homo sapiens (Human)	665	73,126		2
Q96BJ3	AIDA_HUMAN	reviewed	AIDA C1orf80	Homo sapiens (Human)	306	35,023		1
Q96BM9	ARL8A_HUMAN	reviewed	ARL8A ARL10B GIE2	Homo sapiens (Human)	186	21,416		1
Q96C01	F136A_HUMAN	reviewed	FAM136A	Homo sapiens (Human)	138	15,641		1
Q96C19	EFHD2_HUMAN	reviewed	EFHD2 SWS1	Homo sapiens (Human)	240	26,697		1
Q96C23	GALM_HUMAN	reviewed	GALM BLOCK25	Homo sapiens (Human)	342	37,766		1
Q96C24	SYTL4_HUMAN	reviewed	SYTL4	Homo sapiens (Human)	671	76,024		2
Q96C36	P5CR2_HUMAN	reviewed	PYCR2	Homo sapiens (Human)	320	33,637		1
Q96C86	DCPS_HUMAN	reviewed	DCPS DCS1 HINT5 HSPC015	Homo sapiens (Human)	337	38,609		2
Q96C92	ENTR1_HUMAN	reviewed	ENTR1 SDCCAG3	Homo sapiens (Human)	435	47,961		3
Q96CM8	ACSF2_HUMAN	reviewed	ACSF2 UNQ493/PRO1009	Homo sapiens (Human)	615	68,125		2
Q96CN7	ISOC1_HUMAN	reviewed	ISOC1 CGI-111	Homo sapiens (Human)	298	32,237		3
Q96CT7	CC124_HUMAN	reviewed	CCDC124	Homo sapiens (Human)	223	25,835		1
Q96CV9	OPTN_HUMAN	reviewed	OPTN FIP2 GLC1E HIP7 HYPL NRP	Homo sapiens (Human)	577	65,922		3
Q96CW1	AP2M1_HUMAN	reviewed	AP2M1 CLAPM1 KIAA0109	Homo sapiens (Human)	435	49,655		2
Q96D15	RCN3_HUMAN	reviewed	RCN3 UNQ239/PRO272	Homo sapiens (Human)	328	37,493		1
Q96DB5	RMD1_HUMAN	reviewed	RMDN1 FAM82B CGI-90	Homo sapiens (Human)	314	35,808		1
Q96DV4	RM38_HUMAN	reviewed	MRPL38 HSPC262	Homo sapiens (Human)	380	44,597		2
Q96DX4	RSPRY_HUMAN	reviewed	RSPRY1 KIAA1972 UNQ328/PRO444	Homo sapiens (Human)	576	64,180		1
Q96DZ1	ERLEC_HUMAN	reviewed	ERLEC1 C2orf30 XTP3TPB UNQ1878/PRO4321	Homo sapiens (Human)	483	54,858		1
Q96EK5	KBP_HUMAN	reviewed	KIFBP KBP KIAA1279 KIF1BP	Homo sapiens (Human)	621	71,814		1
Q96EL3	RM53_HUMAN	reviewed	MRPL53	Homo sapiens (Human)	112	12,107		1
Q96EP5	DAZP1_HUMAN	reviewed	DAZAP1	Homo sapiens (Human)	407	43,383		1
Q96EY1	DNJA3_HUMAN	reviewed	DNAJA3 HCA57 TID1	Homo sapiens (Human)	480	52,489		2
Q96EY7	PTCD3_HUMAN	reviewed	PTCD3 MRPS39 TRG15	Homo sapiens (Human)	689	78,550		3
Q96EY8	MMAB_HUMAN	reviewed	MMAB	Homo sapiens (Human)	250	27,388		1
Q96FJ2	DYL2_HUMAN	reviewed	DYNLL2 DLC2	Homo sapiens (Human)	89	10,350		1
Q96FQ6	S10AG_HUMAN	reviewed	S100A16 S100F AAG13	Homo sapiens (Human)	103	11,801		1
Q96FW1	OTUB1_HUMAN	reviewed	OTUB1 OTB1 OTU1 HSPC263	Homo sapiens (Human)	271	31,284		2
Q96G03	PGM2_HUMAN	reviewed	PGM2 MSTP006	Homo sapiens (Human)	612	68,283		4
Q96G28	CFA36_HUMAN	reviewed	CFAP36 CCDC104 UNQ163/PRO189	Homo sapiens (Human)	342	39,447		2
Q96G75	RMD5B_HUMAN	reviewed	RMND5B UNQ2508/PRO5996	Homo sapiens (Human)	393	44,414		1
Q96GC5	RM48_HUMAN	reviewed	MRPL48 CGI-118 HSPC290	Homo sapiens (Human)	212	23,935		2
Q96GG9	DCNL1_HUMAN	reviewed	DCUN1D1 DCN1 DCUN1L1 RP42 SCCRO	Homo sapiens (Human)	259	30,124		1
Q96GK7	FAH2A_HUMAN	reviewed	FAHD2A CGI-105	Homo sapiens (Human)	314	34,596		1
Q96GM5	SMRD1_HUMAN	reviewed	SMARCD1 BAF60A	Homo sapiens (Human)	515	58,233		2
Q96HC4	PDLI5_HUMAN	reviewed	PDLIM5 ENH L9	Homo sapiens (Human)	596	63,945		5
Q96HD1	CREL1_HUMAN	reviewed	CRELD1 CIRRIN UNQ188/PRO214	Homo sapiens (Human)	420	45,440		3
Q96HE7	ERO1A_HUMAN	reviewed	ERO1A ERO1L UNQ434/PRO865	Homo sapiens (Human)	468	54,393		2
Q96HS1	PGAM5_HUMAN	reviewed	PGAM5	Homo sapiens (Human)	289	32,004		2
Q96HY6	DDRGK_HUMAN	reviewed	DDRGK1 C20orf116 UFBP1	Homo sapiens (Human)	314	35,611		2
Q96I15	SCLY_HUMAN	reviewed	SCLY SCL	Homo sapiens (Human)	445	48,149		4
Q96I24	FUBP3_HUMAN	reviewed	FUBP3 FBP3	Homo sapiens (Human)	572	61,640		2
Q96I99	SUCB2_HUMAN	reviewed	SUCLG2	Homo sapiens (Human)	432	46,511		2
Q96IU4	ABHEB_HUMAN	reviewed	ABHD14B CIB	Homo sapiens (Human)	210	22,346		1
Q96IX5	ATPMK_HUMAN	reviewed	ATP5MK ATP5MD DAPIT HCVFTP2 USMG5 PD04912	Homo sapiens (Human)	58	6,458		1
Q96IZ0	PAWR_HUMAN	reviewed	PAWR PAR4	Homo sapiens (Human)	340	36,568		1
Q96JB1	DYH8_HUMAN	reviewed	DNAH8	Homo sapiens (Human)	4490	514,664		2
Q96JB5	CK5P3_HUMAN	reviewed	CDK5RAP3 IC53 LZAP MSTP016 OK/SW-cl.114 PP1553	Homo sapiens (Human)	506	56,921		2
Q96JJ7	TMX3_HUMAN	reviewed	TMX3 KIAA1830 TXNDC10	Homo sapiens (Human)	454	51,872		2
Q96JP2	MY15B_HUMAN	reviewed	MYO15B KIAA1783 MYO15BP	Homo sapiens (Human)	1530	167,088		3
Q96K17	BT3L4_HUMAN	reviewed	BTF3L4	Homo sapiens (Human)	158	17,271		1
Q96KJ9	COX42_HUMAN	reviewed	COX4I2 COX4L2	Homo sapiens (Human)	171	20,010		2
Q96KP4	CNDP2_HUMAN	reviewed	CNDP2 CN2 CPGL HEL-S-13 PEPA	Homo sapiens (Human)	475	52,878		2
Q96KP6	TNIP3_HUMAN	reviewed	TNIP3 ABIN3 LIND	Homo sapiens (Human)	325	38,943		2
Q96L93	KI16B_HUMAN	reviewed	KIF16B C20orf23 KIAA1590 SNX23	Homo sapiens (Human)	1317	152,011		2
Q96M27	PRRC1_HUMAN	reviewed	PRRC1	Homo sapiens (Human)	445	46,701		1
Q96MC6	MF14A_HUMAN	reviewed	MFSD14A HIAT1	Homo sapiens (Human)	490	53,027		2
Q96N66	MBOA7_HUMAN	reviewed	MBOAT7 BB1 LENG4 OACT7	Homo sapiens (Human)	472	52,765		2
Q96PK6	RBM14_HUMAN	reviewed	RBM14 SIP	Homo sapiens (Human)	669	69,492		2
Q96PU8	QKI_HUMAN	reviewed	QKI HKQ	Homo sapiens (Human)	341	37,671		1
Q96QA5	GSDMA_HUMAN	reviewed	GSDMA GSDM GSDM1 FKSG9	Homo sapiens (Human)	445	49,365		4
Q96QK1	VPS35_HUMAN	reviewed	VPS35 MEM3 TCCCTA00141	Homo sapiens (Human)	796	91,707		2
Q96QR8	PURB_HUMAN	reviewed	PURB	Homo sapiens (Human)	312	33,241		3
Q96QV1	HHIP_HUMAN	reviewed	HHIP HIP UNQ5825/PRO19644	Homo sapiens (Human)	700	78,851		3
Q96RP9	EFGM_HUMAN	reviewed	GFM1 EFG EFG1 GFM	Homo sapiens (Human)	751	83,471		2
Q96RQ3	MCCA_HUMAN	reviewed	MCCC1 MCCA	Homo sapiens (Human)	725	80,473		3
Q96RW7	HMCN1_HUMAN	reviewed	HMCN1 FIBL6	Homo sapiens (Human)	5635	613,390		2
Q96S97	MYADM_HUMAN	reviewed	MYADM UNQ553/PRO1110	Homo sapiens (Human)	322	35,274		2
Q96SI9	STRBP_HUMAN	reviewed	STRBP SPNR	Homo sapiens (Human)	672	73,653		1
Q96SN8	CK5P2_HUMAN	reviewed	CDK5RAP2 CEP215 KIAA1633	Homo sapiens (Human)	1893	215,038		5
Q96T37	RBM15_HUMAN	reviewed	RBM15 OTT OTT1	Homo sapiens (Human)	977	107,189		2
Q96TA1	NIBA2_HUMAN	reviewed	NIBAN2 C9orf88 FAM129B	Homo sapiens (Human)	746	84,138		3
Q99426	TBCB_HUMAN	reviewed	TBCB CG22 CKAP1	Homo sapiens (Human)	244	27,326		2
Q99436	PSB7_HUMAN	reviewed	PSMB7 Z	Homo sapiens (Human)	277	29,965		1
Q99439	CNN2_HUMAN	reviewed	CNN2	Homo sapiens (Human)	309	33,697		4
Q99447	PCY2_HUMAN	reviewed	PCYT2	Homo sapiens (Human)	389	43,835		1
Q99460	PSMD1_HUMAN	reviewed	PSMD1	Homo sapiens (Human)	953	105,836		2
Q99470	SDF2_HUMAN	reviewed	SDF2	Homo sapiens (Human)	211	23,026		2
Q99471	PFD5_HUMAN	reviewed	PFDN5 MM1 PFD5	Homo sapiens (Human)	154	17,328		2
Q99490	AGAP2_HUMAN	reviewed	AGAP2 CENTG1 KIAA0167	Homo sapiens (Human)	1192	124,674		2
Q99497	PARK7_HUMAN	reviewed	PARK7	Homo sapiens (Human)	189	19,891		2
Q99519	NEUR1_HUMAN	reviewed	NEU1 NANH	Homo sapiens (Human)	415	45,467		1
Q99523	SORT_HUMAN	reviewed	SORT1	Homo sapiens (Human)	831	92,068		3
Q99536	VAT1_HUMAN	reviewed	VAT1	Homo sapiens (Human)	393	41,920		2
Q99538	LGMN_HUMAN	reviewed	LGMN PRSC1	Homo sapiens (Human)	433	49,411		1
Q99541	PLIN2_HUMAN	reviewed	PLIN2 ADFP	Homo sapiens (Human)	437	48,075		2
Q99542	MMP19_HUMAN	reviewed	MMP19 MMP18 RASI	Homo sapiens (Human)	508	57,357		1
Q99549	MPP8_HUMAN	reviewed	MPHOSPH8 MPP8	Homo sapiens (Human)	860	97,182		2
Q99550	MPP9_HUMAN	reviewed	MPHOSPH9 MPP9	Homo sapiens (Human)	1183	133,024		4
Q99571	P2RX4_HUMAN	reviewed	P2RX4	Homo sapiens (Human)	388	43,369		2
Q99574	NEUS_HUMAN	reviewed	SERPINI1 PI12	Homo sapiens (Human)	410	46,427		1
Q99584	S10AD_HUMAN	reviewed	S100A13	Homo sapiens (Human)	98	11,471		1
Q99613	EIF3C_HUMAN	reviewed	EIF3C EIF3S8	Homo sapiens (Human)	913	105,344		1
Q99615	DNJC7_HUMAN	reviewed	DNAJC7 TPR2 TTC2	Homo sapiens (Human)	494	56,441		2
Q99623	PHB2_HUMAN	reviewed	PHB2 BAP REA	Homo sapiens (Human)	299	33,296		2
Q99627	CSN8_HUMAN	reviewed	COPS8 CSN8	Homo sapiens (Human)	209	23,226		1
Q99653	CHP1_HUMAN	reviewed	CHP1 CHP	Homo sapiens (Human)	195	22,456		3
Q99683	M3K5_HUMAN	reviewed	MAP3K5 ASK1 MAPKKK5 MEKK5	Homo sapiens (Human)	1374	154,537		1
Q99698	LYST_HUMAN	reviewed	LYST CHS CHS1	Homo sapiens (Human)	3801	429,139		3
Q99708	CTIP_HUMAN	reviewed	RBBP8 CTIP	Homo sapiens (Human)	897	101,942		2
Q99714	HCD2_HUMAN	reviewed	HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2	Homo sapiens (Human)	261	26,923		3
Q99719	SEPT5_HUMAN	reviewed	SEPTIN5 PNUTL1 SEPT5	Homo sapiens (Human)	369	42,777		1
Q99729	ROAA_HUMAN	reviewed	HNRNPAB ABBP1 HNRPAB	Homo sapiens (Human)	332	36,225		2
Q99733	NP1L4_HUMAN	reviewed	NAP1L4 NAP2	Homo sapiens (Human)	375	42,823		1
Q99747	SNAG_HUMAN	reviewed	NAPG SNAPG	Homo sapiens (Human)	312	34,746		1
Q99797	MIPEP_HUMAN	reviewed	MIPEP MIP	Homo sapiens (Human)	713	80,641		2
Q99798	ACON_HUMAN	reviewed	ACO2	Homo sapiens (Human)	780	85,425		2
Q99816	TS101_HUMAN	reviewed	TSG101	Homo sapiens (Human)	390	43,944		2
Q99829	CPNE1_HUMAN	reviewed	CPNE1 CPN1	Homo sapiens (Human)	537	59,059		1
Q99832	TCPH_HUMAN	reviewed	CCT7 CCTH NIP7-1	Homo sapiens (Human)	543	59,367		2
Q99873	ANM1_HUMAN	reviewed	PRMT1 HMT2 HRMT1L2 IR1B4	Homo sapiens (Human)	371	42,462		3
Q99880	H2B1L_HUMAN	reviewed	H2BC13 H2BFC HIST1H2BL	Homo sapiens (Human)	126	13,952		3
Q99959	PKP2_HUMAN	reviewed	PKP2	Homo sapiens (Human)	881	97,415		2
Q99961	SH3G1_HUMAN	reviewed	SH3GL1 CNSA1 SH3D2B	Homo sapiens (Human)	368	41,490		1
Q99988	GDF15_HUMAN	reviewed	GDF15 MIC1 PDF PLAB PTGFB	Homo sapiens (Human)	308	34,140		3
Q99996	AKAP9_HUMAN	reviewed	AKAP9 AKAP350 AKAP450 KIAA0803	Homo sapiens (Human)	3907	452,987		4
Q9BPW8	NIPS1_HUMAN	reviewed	NIPSNAP1	Homo sapiens (Human)	284	33,310		1
Q9BPX5	ARP5L_HUMAN	reviewed	ARPC5L	Homo sapiens (Human)	153	16,941		1
Q9BQ69	MACD1_HUMAN	reviewed	MACROD1 LRP16	Homo sapiens (Human)	325	35,505		2
Q9BQ70	TCF25_HUMAN	reviewed	TCF25 KIAA1049 NULP1 FKSG26	Homo sapiens (Human)	676	76,667		1
Q9BQ95	ECSIT_HUMAN	reviewed	ECSIT	Homo sapiens (Human)	431	49,148		1
Q9BQA1	MEP50_HUMAN	reviewed	WDR77 MEP50 WD45 HKMT1069 Nbla10071	Homo sapiens (Human)	342	36,724		1
Q9BQE3	TBA1C_HUMAN	reviewed	TUBA1C TUBA6	Homo sapiens (Human)	449	49,895		1
Q9BQE5	APOL2_HUMAN	reviewed	APOL2	Homo sapiens (Human)	337	37,092		1
Q9BQS7	HEPH_HUMAN	reviewed	HEPH KIAA0698 UNQ2562/PRO6242	Homo sapiens (Human)	1158	130,449		3
Q9BQS8	FYCO1_HUMAN	reviewed	FYCO1 ZFYVE7	Homo sapiens (Human)	1478	166,983		3
Q9BR39	JPH2_HUMAN	reviewed	JPH2 JP2	Homo sapiens (Human)	696	74,222		2
Q9BR76	COR1B_HUMAN	reviewed	CORO1B	Homo sapiens (Human)	489	54,235		1
Q9BRA2	TXD17_HUMAN	reviewed	TXNDC17 TXNL5	Homo sapiens (Human)	123	13,941		1
Q9BRG1	VPS25_HUMAN	reviewed	VPS25 DERP9 EAP20	Homo sapiens (Human)	176	20,748		1
Q9BRJ2	RM45_HUMAN	reviewed	MRPL45	Homo sapiens (Human)	306	35,351		2
Q9BRK5	CAB45_HUMAN	reviewed	SDF4 CAB45 PSEC0034	Homo sapiens (Human)	362	41,807		1
Q9BRP8	PYM1_HUMAN	reviewed	PYM1 PYM WIBG	Homo sapiens (Human)	204	22,656		1
Q9BRQ6	MIC25_HUMAN	reviewed	CHCHD6 CHCM1 MIC25	Homo sapiens (Human)	235	26,458		1
Q9BRX8	PXL2A_HUMAN	reviewed	PRXL2A C10orf58 FAM213A PAMM PRO2290 PSEC0139 UNQ611/PRO1198	Homo sapiens (Human)	229	25,764		3
Q9BS26	ERP44_HUMAN	reviewed	ERP44 KIAA0573 TXNDC4 UNQ532/PRO1075	Homo sapiens (Human)	406	46,971		1
Q9BS92	NPS3B_HUMAN	reviewed	NIPSNAP3B NIPSNAP3	Homo sapiens (Human)	247	28,313		1
Q9BSD7	NTPCR_HUMAN	reviewed	NTPCR C1orf57	Homo sapiens (Human)	190	20,713		1
Q9BSH4	TACO1_HUMAN	reviewed	TACO1 CCDC44 PRO0477	Homo sapiens (Human)	297	32,477		1
Q9BSJ8	ESYT1_HUMAN	reviewed	ESYT1 FAM62A KIAA0747 MBC2	Homo sapiens (Human)	1104	122,856		1
Q9BT78	CSN4_HUMAN	reviewed	COPS4 CSN4	Homo sapiens (Human)	406	46,269		1
Q9BT92	TCHP_HUMAN	reviewed	TCHP	Homo sapiens (Human)	498	61,072		1
Q9BTM1	H2AJ_HUMAN	reviewed	H2AJ H2AFJ	Homo sapiens (Human)	129	14,019		1
Q9BTT0	AN32E_HUMAN	reviewed	ANP32E	Homo sapiens (Human)	268	30,692		1
Q9BTV4	TMM43_HUMAN	reviewed	TMEM43 UNQ2564/PRO6244	Homo sapiens (Human)	400	44,876		1
Q9BTZ2	DHRS4_HUMAN	reviewed	DHRS4 SDR25C2 UNQ851/PRO1800	Homo sapiens (Human)	278	29,537		3
Q9BU23	LMF2_HUMAN	reviewed	LMF2 TMEM112B TMEM153	Homo sapiens (Human)	707	79,698		2
Q9BU61	NDUF3_HUMAN	reviewed	NDUFAF3 C3orf60	Homo sapiens (Human)	184	20,350		1
Q9BUF5	TBB6_HUMAN	reviewed	TUBB6	Homo sapiens (Human)	446	49,857		1
Q9BUJ2	HNRL1_HUMAN	reviewed	HNRNPUL1 E1BAP5 HNRPUL1	Homo sapiens (Human)	856	95,739		2
Q9BUQ8	DDX23_HUMAN	reviewed	DDX23	Homo sapiens (Human)	820	95,583		3
Q9BUR5	MIC26_HUMAN	reviewed	APOO FAM121B MIC23 MIC26 My025 UNQ1866/PRO4302	Homo sapiens (Human)	198	22,285		1
Q9BUT1	BDH2_HUMAN	reviewed	BDH2 DHRS6 SDR15C1 UNQ6308/PRO20933	Homo sapiens (Human)	245	26,724		2
Q9BV35	SCMC3_HUMAN	reviewed	SLC25A23 APC2 MCSC2 SCAMC3	Homo sapiens (Human)	468	52,378		2
Q9BV38	WDR18_HUMAN	reviewed	WDR18	Homo sapiens (Human)	432	47,405		2
Q9BV73	CP250_HUMAN	reviewed	CEP250 CEP2 CNAP1	Homo sapiens (Human)	2442	281,137		2
Q9BV86	NTM1A_HUMAN	reviewed	NTMT1 C9orf32 METTL11A NRMT NRMT1 AD-003	Homo sapiens (Human)	223	25,387		3
Q9BVA1	TBB2B_HUMAN	reviewed	TUBB2B	Homo sapiens (Human)	445	49,953		1
Q9BVC6	TM109_HUMAN	reviewed	TMEM109	Homo sapiens (Human)	243	26,210		1
Q9BVG4	PBDC1_HUMAN	reviewed	PBDC1 CXorf26	Homo sapiens (Human)	233	26,057		1
Q9BVK6	TMED9_HUMAN	reviewed	TMED9 GP25L2	Homo sapiens (Human)	235	27,277		2
Q9BVV7	TIM21_HUMAN	reviewed	TIMM21 C18orf55 TIM21 HSPC154	Homo sapiens (Human)	248	28,202		1
Q9BW72	HIG2A_HUMAN	reviewed	HIGD2A	Homo sapiens (Human)	106	11,529		1
Q9BW91	NUDT9_HUMAN	reviewed	NUDT9 NUDT10 PSEC0099 UNQ3012/PRO9771	Homo sapiens (Human)	350	39,125		1
Q9BWD1	THIC_HUMAN	reviewed	ACAT2 ACTL	Homo sapiens (Human)	397	41,351		2
Q9BWF3	RBM4_HUMAN	reviewed	RBM4 RBM4A	Homo sapiens (Human)	364	40,314		1
Q9BWM7	SFXN3_HUMAN	reviewed	SFXN3	Homo sapiens (Human)	321	35,503		3
Q9BWS9	CHID1_HUMAN	reviewed	CHID1 GL008 PSEC0104 SB139	Homo sapiens (Human)	393	44,941		1
Q9BWT6	MND1_HUMAN	reviewed	MND1 GAJ	Homo sapiens (Human)	205	23,753		1
Q9BWU0	NADAP_HUMAN	reviewed	SLC4A1AP HLC3	Homo sapiens (Human)	796	88,814		1
Q9BX40	LS14B_HUMAN	reviewed	LSM14B C20orf40 FAM61B RAP55B	Homo sapiens (Human)	385	42,071		1
Q9BX68	HINT2_HUMAN	reviewed	HINT2	Homo sapiens (Human)	163	17,162		1
Q9BXK5	B2L13_HUMAN	reviewed	BCL2L13 MIL1 CD003	Homo sapiens (Human)	485	52,723		1
Q9BXP5	SRRT_HUMAN	reviewed	SRRT ARS2 ASR2	Homo sapiens (Human)	876	100,666		1
Q9BXS5	AP1M1_HUMAN	reviewed	AP1M1 CLTNM	Homo sapiens (Human)	423	48,587		3
Q9BXT8	RNF17_HUMAN	reviewed	RNF17 TDRD4	Homo sapiens (Human)	1623	184,643		3
Q9BXW7	HDHD5_HUMAN	reviewed	HDHD5 CECR5	Homo sapiens (Human)	423	46,321		1
Q9BXX0	EMIL2_HUMAN	reviewed	EMILIN2	Homo sapiens (Human)	1053	115,687		3
Q9BY32	ITPA_HUMAN	reviewed	ITPA C20orf37 My049 OK/SW-cl.9	Homo sapiens (Human)	194	21,446		2
